"2025/11/02","","2025/11/02","","","TEST:130:EDT-終日スケジュール(時刻なし)/1日/サマータイム→通常","終日:2025年11月2日-11月2日
"
"2025/11/02","","2025/11/03","","","TEST:131:EDT-終日スケジュール(時刻なし)/2日/サマータイム→通常","終日:2025年11月2日-11月3日
"
"2025/11/02","00:00:00+0900","2025/11/03","00:00:00+0900","","TEST:146:JST-終日スケジュール(時刻あり)/1日/サマータイム→通常","2025年11月1日11:00-11月2日10:00
"
"2025/11/02","00:00:00+0900","2025/11/04","00:00:00+0900","","TEST:147:JST-終日スケジュール(時刻あり)/2日/サマータイム→通常","2025年11月1日11:00-11月3日10:00
"
"2025/11/02","13:00:00+0900","2025/11/03","14:00:00+0900","","TEST:132:EDT-終日スケジュール(時刻あり)/1日/サマータイム→通常","2025年11月2日0:00-11月3日0:00
"
"2025/11/02","13:00:00+0900","2025/11/04","14:00:00+0900","","TEST:133:EDT-終日スケジュール(時刻あり)/2日/サマータイム→通常","2025年11月2日0:00-11月4日0:00
"
"2025/11/02","14:30:00+0900","2025/11/02","16:30:00+0900","","TEST:140:EDT-サマータイム→通常","2025年11月2日0:30-11月2日2:30 (3時間)(1:00-2:00の間が2回)
"
"2026/03/01","","2026/03/01","","","TEST:120:EDT-終日スケジュール(時刻なし)/1日/通常","終日:2026年3月1日-3月1日
"
"2026/03/01","","2026/03/02","","","TEST:121:EDT-終日スケジュール(時刻なし)/2日/通常","終日:2026年3月1日-3月2日
"
"2026/03/01","00:00:00+0900","2026/03/02","00:00:00+0900","","TEST:142:JST-終日スケジュール(時刻あり)/1日/通常","2026年2月28日10:00-3月1日10:00
"
"2026/03/01","00:00:00+0900","2026/03/03","00:00:00+0900","","TEST:143:JST-終日スケジュール(時刻あり)/2日/通常","2026年2月28日19:00-3月2日10:00
"
"2026/03/01","14:00:00+0900","2026/03/02","14:00:00+0900","","TEST:122:EDT-終日スケジュール(時刻あり)/1日/通常","2026年3月1日0:00-3月2日0:00
"
"2026/03/01","14:00:00+0900","2026/03/03","14:00:00+0900","","TEST:123:EDT-終日スケジュール(時刻あり)/2日/通常","2026年3月1日0:00-3月3日0:00
"
"2026/03/08","","2026/03/08","","","TEST:134:EDT-終日スケジュール(時刻なし)/1日/通常→サマータイム","終日:2026年3月8日-3月8日
"
"2026/03/08","","2026/03/09","","","TEST:135:EDT-終日スケジュール(時刻なし)/2日/通常→サマータイム","終日:2026年3月8日-3月9日
"
"2026/03/08","00:00:00+0900","2026/03/09","00:00:00+0900","","TEST:148:JST-終日スケジュール(時刻あり)/1日/通常→サマータイム","2026年3月7日10:00-3月8日11:00
"
"2026/03/08","00:00:00+0900","2026/03/10","00:00:00+0900","","TEST:149:JST-終日スケジュール(時刻あり)/2日/通常→サマータイム","2026年3月7日19:00-3月19日11:00
"
"2026/03/08","14:00:00+0900","2026/03/09","13:00:00+0900","","TEST:136:EDT-終日スケジュール(時刻あり)/1日/通常→サマータイム","2026年3月8日0:00-3月9日0:00
"
"2026/03/08","14:00:00+0900","2026/03/10","13:00:00+0900","","TEST:137:EDT-終日スケジュール(時刻あり)/2日/通常→サマータイム","2026年3月8日0:00-3月10日0:00
"
"2026/03/08","15:30:00+0900","2026/03/08","16:30:00+0900","","TEST:141:EDT-通常→サマータイム","2026年3月8日1:30-3月8日3:30 (1時間)(2:00-3:00の間が無い)
"
"2026/03/11","","2026/03/11","","","TEST:124:EDT-終日スケジュール(時刻なし)/1日/サマータイム","終日:2026年3月11日-3月11日
"
"2026/03/11","","2026/03/12","","","TEST:125:EDT-終日スケジュール(時刻なし)/2日/サマータイム","終日:2026年3月11日-3月12日
"
"2026/03/11","00:00:00+0900","2026/03/12","00:00:00+0900","","TEST:144:JST-終日スケジュール(時刻あり)/1日/サマータイム","2026年3月10日11:00-3月11日11:00
"
"2026/03/11","00:00:00+0900","2026/03/13","00:00:00+0900","","TEST:145:JST-終日スケジュール(時刻あり)/2日/サマータイム","2026年3月11日11:00-3月12日11:00
"
"2026/03/11","13:00:00+0900","2026/03/12","13:30:00+0900","","TEST:126:EDT-終日スケジュール(時刻あり)/1日/サマータイム","2026年3月11日0:00-3月12日0:00
"
"2026/03/11","13:00:00+0900","2026/03/13","13:00:00+0900","","TEST:127:EDT-終日スケジュール(時刻あり)/2日/サマータイム","2026年3月11日0:00-3月13日0:00
"
"2026/04/11","13:00:00+0900","2026/04/11","14:25:00+0900","","TEST:100:0:00-1:25","2026年4月11日0:00-1:25
"
"2026/04/11","13:00:00+0900","2026/04/12","01:00:00+0900","","TEST:102:0:00-12:00","2026年4月11日0:00-12:00
"
"2026/04/11","14:30:00+0900","2026/04/11","15:00:00+0900","","TEST:101:1:30-2:00","2026年4月11日1:30-2:00
"
"2026/04/12","","2026/04/12","","","TEST:106:終日スケジュール(時刻なし)/1日","終日:2026年4月12日-4月12日
"
"2026/04/12","","2026/04/13","","","TEST:107:終日スケジュール(時刻なし)/2日","終日:2026年4月12日-4月13日
"
"2026/04/12","00:55:00+0900","2026/04/12","12:55:00+0900","","TEST:103:11:55-23:55","2026年4月11日11:55-23:55
"
"2026/04/12","01:00:00+0900","2026/04/12","13:00:00+0900","","TEST:104:12:00-24:00","2026年4月11日12:00-2026年4月12日0:00
"
"2026/04/12","01:00:00+0900","2026/04/12","14:15:00+0900","","TEST:105:12:00-25:15","2026年4月11日12:00-2026年4月12日1:15
"
"2026/04/12","13:00:00+0900","2026/04/13","13:00:00+0900","","TEST:108:終日スケジュール(時刻あり)/1日","2026年4月12日0:00-4月13日0:00
"
"2026/04/12","13:00:00+0900","2026/04/14","13:00:00+0900","","TEST:109:終日スケジュール(時刻あり)/2日","2026年4月12日0:00-4月14日0:00
"
